type,state,startdate,enddate,pollster,grade,samplesize,population,poll_wt,rawpoll_clinton,rawpoll_trump,rawpoll_johnson,rawpoll_mcmullin,adjpoll_clinton,adjpoll_trump,adjpoll_johnson,adjpoll_mcmullin,url,poll_id,question_id,createddate
polls-only,U.S.,6/15/16,6/19/16,Monmouth University,A+,721,lv,0.0202572,44,37,9,,45.55046,39.06581,6.713009,,http://www.monmouth.edu/assets/0/32212254770/32212254991/32212254992/32212254994/32212254995/30064771087/568faad2-81ab-4bd0-b373-8577326e76bd.pdf,44365,67258,6/20/16
polls-only,Missouri,7/11/16,7/12/16,Public Policy Polling,B+,959,v,0.0202301,36,46,7,,39.13624,48.68314,4.914842,,http://www.publicpolicypolling.com/pdf/2015/PPP_Release_Missouri_71516.pdf,44598,67974,7/15/16
polls-only,Hawaii,9/27/16,10/3/16,Google Consumer Surveys,B,59,lv,0.0201502,62.08,16.96,5.27,,68.82956,23.71536,2.593424,,https://datastudio.google.com/u/0/#/org//reporting/0B29GVb5ISrT0TGk1TW5tVF9Ed2M/page/GsS,46470,72668,10/5/16
polls-only,Maryland,10/4/16,10/9/16,Google Consumer Surveys,B,368,lv,0.0200645,48.14,25.89,4.95,,53.97663,32.56704,2.728028,,https://datastudio.google.com/u/0/#/org//reporting/0B29GVb5ISrT0TGk1TW5tVF9Ed2M/page/GsS,46706,73010,10/10/16
polls-only,Oklahoma,9/16/16,10/6/16,Ipsos,A-,419,lv,0.02006,33.22,53.2,,,32.12085,51.42954,,,http://www.reuters.com/statesofthenation/,46666,72960,10/10/16
polls-only,Iowa,10/4/16,10/9/16,Google Consumer Surveys,B,360,lv,0.0200471,36.61,27.19,7.56,,42.53872,34.00901,5.338028,,https://datastudio.google.com/u/0/#/org//reporting/0B29GVb5ISrT0TGk1TW5tVF9Ed2M/page/GsS,46698,73002,10/10/16
polls-only,Alaska,9/27/16,10/3/16,Google Consumer Surveys,B,65,lv,0.0198951,47.46,36.7,5.49,,54.14347,43.40162,2.813424,,https://datastudio.google.com/u/0/#/org//reporting/0B29GVb5ISrT0TGk1TW5tVF9Ed2M/page/GsS,46459,72657,10/5/16
polls-only,South Carolina,10/4/16,10/9/16,Google Consumer Surveys,B,296,lv,0.0197971,31.38,45.47,5.24,,37.14734,52.04022,3.018028,,https://datastudio.google.com/u/0/#/org//reporting/0B29GVb5ISrT0TGk1TW5tVF9Ed2M/page/GsS,46726,73030,10/10/16
polls-only,Vermont,9/27/16,10/3/16,Google Consumer Surveys,B,61,lv,0.0197497,44.43,27.34,6.65,,51.22938,34.13588,3.973424,,https://datastudio.google.com/u/0/#/org//reporting/0B29GVb5ISrT0TGk1TW5tVF9Ed2M/page/GsS,46505,72703,10/5/16
polls-only,Alabama,10/4/16,10/9/16,Google Consumer Surveys,B,379,lv,0.0196811,22.51,53.8,4.17,,28.25689,60.33869,1.948028,,https://datastudio.google.com/u/0/#/org//reporting/0B29GVb5ISrT0TGk1TW5tVF9Ed2M/page/GsS,46687,72991,10/10/16
polls-only,Delaware,9/27/16,10/3/16,Google Consumer Surveys,B,78,lv,0.0196452,47.37,18.2,9.39,,53.90514,24.78099,6.713425,,https://datastudio.google.com/u/0/#/org//reporting/0B29GVb5ISrT0TGk1TW5tVF9Ed2M/page/GsS,46467,72665,10/5/16
polls-only,Colorado,6/21/16,6/24/16,YouGov,B,996,lv,0.0194294,40,39,4,,42.83847,40.86354,2.937181,,http://www.cbsnews.com/news/poll-donald-trump-hillary-clinton-poll-florida-north-carolina-wisconsin-colorado-battleground-states/?platform=hootsuite,44410,67390,6/26/16
polls-only,New Jersey,6/22/16,6/26/16,Fairleigh Dickinson University (PublicMind),A,349,rv,0.01939,44,32,9,,47.93797,36.41462,4.803294,,http://view2.fdu.edu/publicmind/2016/160629/,44456,67510,6/29/16
polls-only,Oregon,10/4/16,10/9/16,Google Consumer Surveys,B,382,lv,0.0192521,48.54,23.82,7.77,,54.48139,30.65854,5.548028,,https://datastudio.google.com/u/0/#/org//reporting/0B29GVb5ISrT0TGk1TW5tVF9Ed2M/page/GsS,46723,73027,10/10/16
polls-only,Ohio,6/10/16,6/22/16,Evolving Strategies,,617,lv,0.0190981,41,34,15,,43.0991,38.8175,9.54437,,"https://ballotpedia.org/Ballotpedia%27s_battleground_poll,_2016",44451,67503,6/29/16
polls-only,Texas,10/10/16,10/14/16,Google Consumer Surveys,B,978,lv,0.0190523,29.79,41.49,7.83,,35.21821,48.21463,5.943399,,https://datastudio.google.com/u/0/#/org//reporting/0B29GVb5ISrT0TGk1TW5tVF9Ed2M/page/GsS,46999,73488,10/17/16
polls-only,South Dakota,9/27/16,10/3/16,Google Consumer Surveys,B,75,lv,0.0190289,36.16,37.36,2.74,,42.79491,44.02213,0.0634243,,https://datastudio.google.com/u/0/#/org//reporting/0B29GVb5ISrT0TGk1TW5tVF9Ed2M/page/GsS,46500,72698,10/5/16
polls-only,New York,8/9/16,9/1/16,SurveyMonkey,C-,1405,rv,0.0190181,51,31,8,,54.05643,33.83864,1.543376,,https://www.washingtonpost.com/politics/a-new-50-state-poll-shows-exactly-why-clinton-holds-the-advantage-over-trump/2016/09/05/13458832-7152-11e6-9705-23e51a2f424d_story.html,45374,70580,9/6/16
polls-only,U.S.,7/12/16,7/15/16,icitizen,,1000,rv,0.0189897,39,35,9,,43.63601,40.04104,5.212238,,https://icitizen.com/insights/national-poll-results-july-19-omnibus/,44630,68071,7/19/16
polls-only,South Carolina,9/2/16,9/22/16,Ipsos,A-,317,lv,0.0189863,42.92,49.66,,,43.15661,48.95955,,,http://www.reuters.com/statesofthenation/,46091,72083,9/26/16
polls-only,Virginia,8/7/16,8/17/16,Roanoke College,C+,803,lv,0.0189713,48,32,8,,49.91317,35.86064,4.955631,,http://www.roanoke.edu/about/news/rc_poll_aug_2016_politics,44914,68898,8/23/16
polls-only,North Carolina,6/10/16,6/22/16,Evolving Strategies,,603,lv,0.0188106,44,37,10,,45.8904,41.6309,4.54437,,"https://ballotpedia.org/Ballotpedia%27s_battleground_poll,_2016",44450,67502,6/29/16
polls-only,Illinois,10/10/16,10/14/16,Google Consumer Surveys,B,930,lv,0.0187874,36.05,32.23,7.66,,41.48745,38.98129,5.773399,,https://datastudio.google.com/u/0/#/org//reporting/0B29GVb5ISrT0TGk1TW5tVF9Ed2M/page/GsS,46970,73459,10/17/16
polls-only,Louisiana,9/16/16,10/6/16,Ipsos,A-,463,lv,0.0187733,35.53,50.88,,,35.60352,50.33612,,,http://www.reuters.com/statesofthenation/,46648,72942,10/10/16
polls-only,Iowa,9/16/16,10/6/16,Ipsos,A-,359,lv,0.0187692,44.43,46.18,,,43.92472,44.91922,,,http://www.reuters.com/statesofthenation/,46645,72939,10/10/16
polls-only,Illinois,6/7/16,6/7/16,"Political Callers, Inc.",,732,lv,0.0187524,48.3,29.5,6.1,,50.86641,32.3403,3.281011,,http://www.illinoisobserver.net/2016/06/15/poll-trump-64-unfavorable-rating-helps-give-clinton-19-point-lead-illinois/,44393,67343,6/22/16
polls-only,Florida,6/10/16,6/22/16,Evolving Strategies,,596,lv,0.0186651,47,34,12,,49.0778,38.79846,6.54437,,"https://ballotpedia.org/Ballotpedia%27s_battleground_poll,_2016",44447,67499,6/29/16
polls-only,New Mexico,8/9/16,9/1/16,SurveyMonkey,C-,1788,rv,0.0184873,37,29,25,,40.12392,31.90011,18.54338,,https://www.washingtonpost.com/politics/a-new-50-state-poll-shows-exactly-why-clinton-holds-the-advantage-over-trump/2016/09/05/13458832-7152-11e6-9705-23e51a2f424d_story.html,45373,70579,9/6/16
polls-only,North Dakota,9/27/16,10/3/16,Google Consumer Surveys,B,49,lv,0.0184386,22.78,45.48,12,,29.50972,52.21923,9.323424,,https://datastudio.google.com/u/0/#/org//reporting/0B29GVb5ISrT0TGk1TW5tVF9Ed2M/page/GsS,46487,72685,10/5/16
polls-only,Montana,9/9/16,9/29/16,Ipsos,A-,144,lv,0.0183407,39.76,53.47,,,38.27579,50.74495,,,http://www.reuters.com/statesofthenation/,46360,72488,10/3/16
polls-only,Pennsylvania,6/27/16,6/28/16,Gravis Marketing,B-,1958,rv,0.0183252,49.5,48,,,50.47229,47.69842,,,http://www.oann.com/pollpenn/,44488,67662,7/1/16
polls-only,California,9/8/16,9/11/16,SurveyUSA,A,678,lv,0.0182946,57,32,3,,58.47666,31.99231,0.5908216,,http://www.surveyusa.com/client/PollReport.aspx?g=be4ba04e-e65c-4fbc-9d1c-bf87874ec85d&utm_source=twitterfeed,45717,71352,9/12/16
polls-only,Hawaii,9/21/16,9/26/16,Google Consumer Surveys,B,82,lv,0.0182898,42.4,21.69,11.85,,49.82308,28.26212,8.882152,,https://datastudio.google.com/u/0/#/org//reporting/0B29GVb5ISrT0TGk1TW5tVF9Ed2M/page/GsS,46245,72304,9/28/16
polls-only,Pennsylvania,7/29/16,8/1/16,Franklin & Marshall College,B+,389,lv,0.0182414,49,36,5,,51.19818,39.84153,2.391445,,http://www.fandm.edu/uploads/files/517148503881751921-f-m-poll-release-july-2016.pdf,44763,68509,8/4/16
polls-only,U.S.,10/6/16,10/10/16,Rasmussen Reports/Pulse Opinion Research,C+,1500,lv,0.0181694,44,39,7,,45.62206,40.32173,5.450551,,http://m.rasmussenreports.com/public_content/politics/elections/election_2016/white_house_watch_oct11,46739,73046,10/11/16
polls-only,U.S.,10/6/16,10/12/16,CVOTER International,C+,1402,lv,0.0181388,50.45,44.72,,,48.16705,41.03155,,,http://www.upi.com/Top_News/US/2016/10/14/UPICVoter-poll-Hillary-Clinton-leads-Donald-Trump-by-5-points/5771476450376/?spt=sec&or=tn,46800,73198,10/14/16
polls-only,U.S.,10/14/16,10/20/16,USC Dornsife/LA Times,,3001,lv,0.0181222,43.76,44.52,,,44.7254,41.66634,,,http://latimes.com/politics/,47101,73734,10/21/16
polls-only,Florida,10/17/16,10/25/16,SurveyMonkey,C-,2765,lv,0.0180574,47,44,5,,46.14991,43.42383,1.903296,,https://www.surveymonkey.com/elections/map?poll=sm-lv-cpsplus,47482,74274,10/26/16
polls-only,U.S.,6/10/16,6/13/16,Selzer & Company,A+,750,lv,0.0180506,49,37,9,,51.94304,39.01935,5.960583,,http://assets.bwbx.io/documents/users/iqjWHBFdfxIU/rc0NltTBR0ug/v0,44340,66964,6/15/16
polls-only,Massachusetts,10/4/16,10/9/16,Google Consumer Surveys,B,407,lv,0.0178596,52.75,19.79,6.19,,58.81503,26.81915,3.968028,,https://datastudio.google.com/u/0/#/org//reporting/0B29GVb5ISrT0TGk1TW5tVF9Ed2M/page/GsS,46705,73009,10/10/16
polls-only,Maine,6/15/16,6/21/16,University of New Hampshire,B+,475,lv,0.0176936,42,35,,,42.66401,36.11966,,,http://www.pressherald.com/2016/06/25/portland-press-herald-june-2016-poll-results/,44414,67395,6/26/16
polls-only,Tennessee,7/25/16,7/27/16,icitizen,,531,rv,0.0176788,30,47,7,,34.19635,51.85648,3.184114,,http://www.tennessean.com/story/news/politics/2016/08/02/poll-trump-still-leading-clinton-tennessee/87950854/,44746,68428,8/2/16
polls-only,Georgia,9/23/16,9/29/16,Ipsos,A-,317,lv,0.0176134,38.11,50.98,,,37.36994,49.62645,,,http://www.reuters.com/statesofthenation/,46345,72473,10/3/16
polls-only,West Virginia,9/9/16,9/29/16,Ipsos,A-,173,lv,0.0175912,33.12,52.74,,,33.29708,51.7279,,,http://www.reuters.com/statesofthenation/,46379,72507,10/3/16
polls-only,New Jersey,6/22/16,6/26/16,Fairleigh Dickinson University (PublicMind),A,363,rv,0.0175904,52,31,,,54.48321,33.95986,,,http://view2.fdu.edu/publicmind/2016/160629/,44454,67506,6/29/16
polls-only,New Jersey,5/23/16,5/27/16,Monmouth University,A+,703,rv,0.0174767,37,31,5,,39.69951,34.91692,1.722968,,http://www.monmouth.edu/assets/0/32212254770/32212254991/32212254992/32212254994/32212254995/30064771087/71c06fa8-e277-4d82-9ac1-38fa679864c8.pdf,44161,66134,6/2/16
polls-only,Iowa,6/24/16,6/28/16,Loras College,B-,600,lv,0.0174544,44,31,6,,47.78596,34.92543,3.035781,,http://myweb.loras.edu/Loras/PDF/PollIASurveyJune2016.pdf,44484,67621,6/30/16
polls-only,Maine,9/9/16,9/29/16,Ipsos,A-,276,lv,0.0173938,45.01,33.56,,,44.51433,31.72747,,,http://www.reuters.com/statesofthenation/,46353,72481,10/3/16
polls-only,Idaho,9/27/16,10/3/16,Google Consumer Surveys,B,158,lv,0.0173541,27.19,42.68,8.17,,33.81418,49.3334,5.493424,,https://datastudio.google.com/u/0/#/org//reporting/0B29GVb5ISrT0TGk1TW5tVF9Ed2M/page/GsS,46472,72670,10/5/16
polls-only,U.S.,10/11/16,10/13/16,Rasmussen Reports/Pulse Opinion Research,C+,1500,lv,0.017345,41,43,6,,42.28316,44.34655,4.712601,,http://www.rasmussenreports.com/public_content/politics/elections/election_2016/white_house_watch_oct14,46799,73197,10/14/16
polls-only,New York,10/10/16,10/14/16,Google Consumer Surveys,B,912,lv,0.0173083,47.36,27.7,4.92,,52.8098,34.48696,3.033399,,https://datastudio.google.com/u/0/#/org//reporting/0B29GVb5ISrT0TGk1TW5tVF9Ed2M/page/GsS,46990,73479,10/17/16
polls-only,U.S.,10/4/16,10/9/16,Google Consumer Surveys,B,19629,lv,0.0172226,38.52,33.47,6.67,,44.39232,40.20206,4.448028,,https://datastudio.google.com/u/0/#/org//reporting/0B29GVb5ISrT0TGk1TW5tVF9Ed2M/page/GsS,46685,72989,10/10/16
polls-only,Wyoming,9/27/16,10/3/16,Google Consumer Surveys,B,43,lv,0.0171779,18.8,35.07,9.7,,25.43079,41.72877,7.023424,,https://datastudio.google.com/u/0/#/org//reporting/0B29GVb5ISrT0TGk1TW5tVF9Ed2M/page/GsS,46509,72707,10/5/16
polls-only,South Dakota,9/9/16,9/29/16,Ipsos,A-,105,lv,0.0171388,31.67,46.8,,,30.88108,44.79508,,,http://www.reuters.com/statesofthenation/,46373,72501,10/3/16
polls-only,Rhode Island,9/21/16,9/26/16,Google Consumer Surveys,B,57,lv,0.0170568,42.37,22.99,6.31,,49.99665,29.6681,3.342151,,https://datastudio.google.com/u/0/#/org//reporting/0B29GVb5ISrT0TGk1TW5tVF9Ed2M/page/GsS,46273,72332,9/28/16
polls-only,Mississippi,9/9/16,9/29/16,Ipsos,A-,202,lv,0.0170438,38.2,49.22,,,38.61584,48.68137,,,http://www.reuters.com/statesofthenation/,46358,72486,10/3/16
polls-only,Georgia,5/27/16,5/30/16,Public Policy Polling,B+,724,v,0.0170312,38,45,6,,40.40982,47.41858,3.716213,,http://www.publicpolicypolling.com/pdf/2015/PPP_Release_GA_60116.pdf,44172,66106,6/1/16
polls-only,Kentucky,9/16/16,9/29/16,Ipsos,A-,361,lv,0.0169656,37.76,56.38,,,37.51039,55.11283,,,http://www.reuters.com/statesofthenation/,46351,72479,10/3/16
polls-only,U.S.,7/31/16,8/3/16,NBC News/Wall Street Journal,A-,800,rv,0.0168414,43,34,10,,46.46576,39.44218,5.428008,,http://www.nbcnews.com/politics/2016-election/here-s-how-gop-would-fill-vacancy-presidential-ticket-n622256,44771,68524,8/4/16
polls-only,Nebraska,9/27/16,10/3/16,Google Consumer Surveys,B,238,lv,0.01676,31.87,36.58,6.88,,38.46297,43.20802,4.203424,,https://datastudio.google.com/u/0/#/org//reporting/0B29GVb5ISrT0TGk1TW5tVF9Ed2M/page/GsS,46488,72686,10/5/16
polls-only,California,10/10/16,10/14/16,Google Consumer Surveys,B,1166,lv,0.0165996,48.27,26.89,7.23,,53.72067,33.67947,5.343399,,https://datastudio.google.com/u/0/#/org//reporting/0B29GVb5ISrT0TGk1TW5tVF9Ed2M/page/GsS,46960,73449,10/17/16
polls-only,U.S.,7/29/16,7/30/16,Public Policy Polling,B+,1276,lv,0.0165892,46,41,6,,48.00783,42.71537,4.193813,,http://www.publicpolicypolling.com/pdf/2015/PPP_Release_National_7302016.pdf,44713,68356,7/30/16
polls-only,U.S.,7/29/16,7/31/16,CNN/Opinion Research Corp.,A-,894,rv,0.0164365,45,37,9,,48.10682,38.97551,4.882493,,http://i2.cdn.turner.com/cnn/2016/images/08/01/2016.post-dem.convention.pdf,44742,68408,8/1/16
polls-only,Ohio,7/22/16,7/24/16,Public Policy Polling,B+,1334,v,0.0164335,39,42,6,,41.98188,44.59129,3.867634,,http://www.publicpolicypolling.com/pdf/2015/PPP_Release_OH_72516.pdf,44679,68230,7/25/16
polls-only,Oklahoma,9/27/16,10/3/16,Google Consumer Surveys,B,254,lv,0.0163949,28.99,39.64,10.83,,35.47279,46.17841,8.153424,,https://datastudio.google.com/u/0/#/org//reporting/0B29GVb5ISrT0TGk1TW5tVF9Ed2M/page/GsS,46495,72693,10/5/16
polls-only,Georgia,10/4/16,10/9/16,Google Consumer Surveys,B,456,lv,0.0162547,30.76,42.67,7.45,,36.52395,49.23499,5.228027,,https://datastudio.google.com/u/0/#/org//reporting/0B29GVb5ISrT0TGk1TW5tVF9Ed2M/page/GsS,46696,73000,10/10/16
polls-only,Michigan,9/27/16,9/27/16,Mitchell Research & Communications,D,1956,lv,0.0161771,46,41,8,,46.74134,41.44599,5.790615,,http://projects.fivethirtyeight.com/polls/20160928_MI_1.pdf,46285,72346,9/28/16
polls-only,U.S.,9/7/16,9/8/16,Gravis Marketing,B-,2348,lv,0.0161537,43,40,7,,44.51162,38.97223,5.045491,,http://www.breitbart.com/2016-presidential-race/2016/09/11/breitbartgravis-poll-clinton-at-43-leads-trump-at-40/,45702,71302,9/11/16
polls-only,U.S.,7/11/16,7/14/16,ABC News/Washington Post,A+,543,lv,0.0161191,45,39,8,,46.20517,40.40535,5.608748,,http://apps.washingtonpost.com/g/page/politics/washington-post-abc-news-national-poll-july-11-14/2061/,44606,68023,7/18/16
polls-only,Virginia,5/24/16,5/24/16,Gravis Marketing,B-,1728,rv,0.0160761,44,38,6,,46.66621,39.60949,3.360022,,http://gravismarketing.com/polling-and-market-research/virginia-election-poll052016/,44151,66111,6/2/16
polls-only,Iowa,8/9/16,9/1/16,SurveyMonkey,C-,1875,rv,0.0160042,36,40,16,,39.18124,42.95231,9.543376,,https://www.washingtonpost.com/politics/a-new-50-state-poll-shows-exactly-why-clinton-holds-the-advantage-over-trump/2016/09/05/13458832-7152-11e6-9705-23e51a2f424d_story.html,45357,70563,9/6/16
polls-only,U.S.,7/12/16,7/16/16,"RKM Research and Communications, Inc.",B+,1007,lv,0.0159831,43.7,41.4,6.8,,46.9165,42.53303,4.238965,,http://www.bostonherald.com/sites/default/files/media/2016/07/18/FPU-July_2016-Tables.pdf,44613,68019,7/18/16
polls-only,Illinois,7/14/16,7/16/16,Victory Research,,1200,lv,0.0159624,51,34,7,,53.3181,34.91404,4.219388,,http://big.assets.huffingtonpost.com/July2016IllinoisPresidential.pdf,44612,68018,7/17/16
polls-only,Mississippi,9/27/16,10/3/16,Google Consumer Surveys,B,205,lv,0.0159127,24.3,45.98,4.84,,30.59755,52.36777,2.163424,,https://datastudio.google.com/u/0/#/org//reporting/0B29GVb5ISrT0TGk1TW5tVF9Ed2M/page/GsS,46484,72682,10/5/16
polls-only,U.S.,10/13/16,10/19/16,USC Dornsife/LA Times,,3050,lv,0.0159059,43.76,44.41,,,44.72137,41.57771,,,http://latimes.com/politics/,47090,73707,10/20/16
polls-only,New Jersey,9/23/16,9/29/16,Ipsos,A-,545,lv,0.0158917,46.68,34.18,,,47.16768,33.93713,,,http://www.reuters.com/statesofthenation/,46364,72492,10/3/16
polls-only,Michigan,7/30/16,8/1/16,"Glengariff Group, Inc.",B,600,lv,0.0158761,41,31.6,7.5,,44.72222,35.53139,3.78138,,http://download.gannett.edgesuite.net/detnews/graphics/2016/me_prez_poll_WEB080416.jpg,44764,68493,8/4/16
polls-only,Ohio,6/27/16,6/28/16,Gravis Marketing,B-,1270,rv,0.0158571,49,47.5,,,49.85806,47.06654,,,http://www.oann.com/pollohio/,44490,67666,7/1/16
polls-only,Florida,9/30/16,10/6/16,Ipsos,A-,979,lv,0.0158561,48.55,43.74,,,48.3317,43.6885,,,http://www.reuters.com/statesofthenation/,46640,72934,10/10/16
polls-only,U.S.,10/5/16,10/11/16,CVOTER International,C+,1367,lv,0.015816,50.63,44.22,,,48.40385,40.48735,,,http://www.upi.com/Top_News/US/2016/10/12/UPICVoter-poll-Hillary-Clintons-lead-grows-to-64-points-over-Donald-Trump/3511476279299/,46758,73114,10/12/16
polls-only,U.S.,10/17/16,10/19/16,The Times-Picayune/Lucid,,1822,lv,0.0157535,47,35,6,,47.36696,37.80873,4.096705,,https://luc.id/2016-presidential-tracker/,47095,73715,10/20/16
polls-only,U.S.,7/9/16,7/13/16,NBC News/Wall Street Journal,A-,1000,rv,0.0156963,41,35,11,,45.1656,40.4361,6.558128,,http://www.nbcnews.com/storyline/2016-conventions/poll-clinton-keeps-5-point-lead-over-trump-heading-conventions-n610966,44605,68007,7/17/16
polls-only,Washington,10/4/16,10/9/16,Google Consumer Surveys,B,538,lv,0.015624,45.5,27.99,9.59,,51.45367,34.84748,7.368028,,https://datastudio.google.com/u/0/#/org//reporting/0B29GVb5ISrT0TGk1TW5tVF9Ed2M/page/GsS,46733,73037,10/10/16
polls-only,North Dakota,9/21/16,9/26/16,Google Consumer Surveys,B,61,lv,0.0155957,26.63,49.28,14.54,,34.02592,55.83798,11.57215,,https://datastudio.google.com/u/0/#/org//reporting/0B29GVb5ISrT0TGk1TW5tVF9Ed2M/page/GsS,46262,72321,9/28/16
polls-only,U.S.,7/22/16,7/24/16,Penn Schoen Berland,B-,1000,lv,0.015562,41,44,6,,44.71662,45.6091,3.618171,,http://psbresearch.com/wp-content/uploads/2016/08/PSB-DNC-Dial-Test-08-02-16.pdf,44756,68475,8/3/16
polls-only,Kentucky,8/2/16,8/4/16,Google Consumer Surveys,B,508,a,0.0155479,25,41,,,30.89521,48.10158,,,http://www.babbagecofounder.com/2016/08/08/cofounder-pulse-poll-presidential-and-senate-poll-kentucky/,44791,68587,8/8/16
polls-only,New Mexico,9/27/16,10/3/16,Google Consumer Surveys,B,202,lv,0.0155056,43.05,22.73,11.6,,49.66508,29.37599,8.923425,,https://datastudio.google.com/u/0/#/org//reporting/0B29GVb5ISrT0TGk1TW5tVF9Ed2M/page/GsS,46491,72689,10/5/16
polls-only,Delaware,9/9/16,9/29/16,Ipsos,A-,124,lv,0.0153715,43.16,35.28,,,42.98465,33.966,,,http://www.reuters.com/statesofthenation/,46343,72471,10/3/16
polls-only,Maine,10/4/16,10/9/16,Google Consumer Surveys,B,37,lv,0.0152589,42.82,41.51,4.64,,48.8302,48.45463,2.418028,,https://datastudio.google.com/u/0/#/org//reporting/0B29GVb5ISrT0TGk1TW5tVF9Ed2M/page/GsS,46707,73011,10/10/16
polls-only,Alabama,9/16/16,9/29/16,Ipsos,A-,312,lv,0.0152503,37.02,55.52,,,37.12649,54.73449,,,http://www.reuters.com/statesofthenation/,46337,72465,10/3/16
polls-only,Wyoming,9/21/16,9/26/16,Google Consumer Surveys,B,55,lv,0.0151576,17.78,45.91,11.77,,25.04047,52.39746,8.802152,,https://datastudio.google.com/u/0/#/org//reporting/0B29GVb5ISrT0TGk1TW5tVF9Ed2M/page/GsS,46284,72343,9/28/16
polls-only,Kansas,9/27/16,10/3/16,Google Consumer Surveys,B,294,lv,0.0151172,36.39,28.62,8.8,,43.00142,35.26302,6.123425,,https://datastudio.google.com/u/0/#/org//reporting/0B29GVb5ISrT0TGk1TW5tVF9Ed2M/page/GsS,46475,72673,10/5/16
polls-only,Georgia,9/9/16,9/22/16,Ipsos,A-,613,lv,0.0150761,42.71,46.04,,,42.24549,44.60628,,,http://www.reuters.com/statesofthenation/,46064,72056,9/26/16
polls-only,Colorado,10/4/16,10/9/16,Google Consumer Surveys,B,529,lv,0.0150671,41.46,25.52,10.02,,47.38902,32.33947,7.798028,,https://datastudio.google.com/u/0/#/org//reporting/0B29GVb5ISrT0TGk1TW5tVF9Ed2M/page/GsS,46691,72995,10/10/16
polls-only,Texas,8/9/16,9/1/16,SurveyMonkey,C-,5147,rv,0.0150457,40,40,11,,42.94745,42.73939,4.543375,,https://www.washingtonpost.com/politics/a-new-50-state-poll-shows-exactly-why-clinton-holds-the-advantage-over-trump/2016/09/05/13458832-7152-11e6-9705-23e51a2f424d_story.html,45385,70591,9/6/16
polls-only,Minnesota,10/4/16,10/9/16,Google Consumer Surveys,B,580,lv,0.015043,39.04,25.42,9.94,,44.95607,32.2195,7.718027,,https://datastudio.google.com/u/0/#/org//reporting/0B29GVb5ISrT0TGk1TW5tVF9Ed2M/page/GsS,46709,73013,10/10/16
polls-only,Colorado,8/9/16,9/1/16,SurveyMonkey,C-,2428,rv,0.0149376,37,37,16,,40.18204,39.95305,9.543376,,https://www.washingtonpost.com/politics/a-new-50-state-poll-shows-exactly-why-clinton-holds-the-advantage-over-trump/2016/09/05/13458832-7152-11e6-9705-23e51a2f424d_story.html,45348,70554,9/6/16
polls-only,New Mexico,9/9/16,9/29/16,Ipsos,A-,145,lv,0.0148471,48.94,39.69,,,45.32318,34.87256,,,http://www.reuters.com/statesofthenation/,46365,72493,10/3/16
polls-only,Idaho,9/9/16,9/29/16,Ipsos,A-,175,lv,0.0148372,27.39,59.62,,,26.07508,57.0974,,,http://www.reuters.com/statesofthenation/,46346,72474,10/3/16
polls-only,Wisconsin,8/9/16,9/1/16,SurveyMonkey,C-,2687,rv,0.0148259,39,37,13,,42.12808,39.9039,6.543376,,https://www.washingtonpost.com/politics/a-new-50-state-poll-shows-exactly-why-clinton-holds-the-advantage-over-trump/2016/09/05/13458832-7152-11e6-9705-23e51a2f424d_story.html,45391,70597,9/6/16
